profile,year,month,source,simulated_profit_pct,simulated_dd_pct
SAFE_FUNDED,2025,2025-10,canonical,18.06,4.19
SAFE_FUNDED,2025,2025-11,canonical,7.92,4.19
SAFE_FUNDED,2025,2025-12,canonical,6.74,4.19
SAFE_FUNDED,2020,2020-01,canonical,3.54,2.99
SAFE_FUNDED,2020,2020-02,canonical,5.49,2.99
SAFE_FUNDED,2020,2020-03,canonical,16.39,2.99
SAFE_FUNDED,2020,2020-04,canonical,6.6,2.99
SAFE_FUNDED,2020,2020-05,canonical,5.07,2.99
SAFE_FUNDED,2020,2020-06,canonical,2.92,2.99
SAFE_FUNDED,2020,2020-07,canonical,13.4,2.99
SAFE_FUNDED,2020,2020-08,canonical,12.08,2.99
SAFE_FUNDED,2020,2020-09,canonical,1.94,2.99
SAFE_FUNDED,2020,2020-10,canonical,2.15,2.99
SAFE_FUNDED,2020,2020-11,canonical,9.51,2.99
SAFE_FUNDED,2020,2020-12,canonical,8.06,2.99
SAFE_FUNDED,2021,2021-01,canonical,3.75,2.86
SAFE_FUNDED,2021,2021-02,canonical,8.4,2.86
SAFE_FUNDED,2021,2021-03,canonical,2.08,2.86
SAFE_FUNDED,2021,2021-04,canonical,4.58,2.86
SAFE_FUNDED,2021,2021-05,canonical,3.61,2.86
SAFE_FUNDED,2021,2021-06,canonical,2.85,2.86
SAFE_FUNDED,2021,2021-07,canonical,4.86,2.86
SAFE_FUNDED,2021,2021-08,canonical,7.99,2.86
SAFE_FUNDED,2021,2021-09,canonical,1.18,2.86
SAFE_FUNDED,2021,2021-10,canonical,0.76,2.86
SAFE_FUNDED,2021,2021-11,canonical,7.29,2.86
SAFE_FUNDED,2021,2021-12,canonical,1.94,2.86
SAFE_FUNDED,2022,2022-01,canonical,6.39,2.1
SAFE_FUNDED,2022,2022-02,canonical,4.31,2.1
SAFE_FUNDED,2022,2022-03,canonical,7.71,2.1
SAFE_FUNDED,2022,2022-04,canonical,3.75,2.1
SAFE_FUNDED,2022,2022-05,canonical,4.44,2.1
SAFE_FUNDED,2022,2022-06,canonical,2.15,2.1
SAFE_FUNDED,2022,2022-07,canonical,6.88,2.1
SAFE_FUNDED,2022,2022-08,canonical,3.68,2.1
SAFE_FUNDED,2022,2022-09,canonical,7.57,2.1
SAFE_FUNDED,2022,2022-10,canonical,6.39,2.1
SAFE_FUNDED,2022,2022-11,canonical,3.61,2.1
SAFE_FUNDED,2022,2022-12,canonical,0.0,2.1
SAFE_FUNDED,2023,2023-01,canonical,0.14,3.37
SAFE_FUNDED,2023,2023-02,canonical,3.82,3.37
SAFE_FUNDED,2023,2023-03,canonical,4.03,3.37
SAFE_FUNDED,2023,2023-04,canonical,0.97,3.37
SAFE_FUNDED,2023,2023-05,canonical,3.61,3.37
SAFE_FUNDED,2023,2023-06,canonical,0.14,3.37
SAFE_FUNDED,2023,2023-07,canonical,0.35,3.37
SAFE_FUNDED,2023,2023-08,canonical,2.29,3.37
SAFE_FUNDED,2023,2023-09,canonical,4.51,3.37
SAFE_FUNDED,2023,2023-10,canonical,7.29,3.37
SAFE_FUNDED,2023,2023-11,canonical,0.07,3.37
SAFE_FUNDED,2023,2023-12,canonical,5.9,3.37
SAFE_FUNDED,2024,2024-01,canonical,1.39,7.43
SAFE_FUNDED,2024,2024-02,canonical,1.32,7.43
SAFE_FUNDED,2024,2024-03,canonical,8.33,7.43
SAFE_FUNDED,2024,2024-04,canonical,8.96,7.43
SAFE_FUNDED,2024,2024-05,canonical,9.51,7.43
SAFE_FUNDED,2024,2024-06,canonical,-4.03,7.43
SAFE_FUNDED,2024,2024-07,canonical,13.4,7.43
SAFE_FUNDED,2024,2024-08,canonical,1.11,7.43
SAFE_FUNDED,2024,2024-09,canonical,5.97,7.43
SAFE_FUNDED,2024,2024-10,canonical,2.85,7.43
SAFE_FUNDED,2024,2024-11,canonical,10.7,7.43
SAFE_FUNDED,2024,2024-12,canonical,1.94,7.43
SAFE_FUNDED,2025,2025-01,canonical,7.08,10.48
SAFE_FUNDED,2025,2025-02,canonical,2.78,10.48
SAFE_FUNDED,2025,2025-03,canonical,8.2,10.48
SAFE_FUNDED,2025,2025-04,canonical,37.85,10.48
SAFE_FUNDED,2025,2025-05,canonical,31.81,10.48
SAFE_FUNDED,2025,2025-06,canonical,10.07,10.48
SAFE_FUNDED,2025,2025-07,canonical,9.31,10.48
SAFE_FUNDED,2025,2025-08,canonical,3.13,10.48
SAFE_FUNDED,2025,2025-09,canonical,23.75,10.48
SAFE_FUNDED,2025,2025-10,canonical,32.92,10.48
SAFE_FUNDED,2025,2025-11,canonical,14.1,10.48
SAFE_FUNDED,2025,2025-12,canonical,11.95,10.48
SAFE_FUNDED,2020,2020-01,canonical,7.08,6.03
SAFE_FUNDED,2020,2020-02,canonical,10.9,6.03
SAFE_FUNDED,2020,2020-03,canonical,32.29,6.03
SAFE_FUNDED,2020,2020-04,canonical,12.78,6.03
SAFE_FUNDED,2020,2020-05,canonical,9.65,6.03
SAFE_FUNDED,2020,2020-06,canonical,5.63,6.03
SAFE_FUNDED,2020,2020-07,canonical,25.42,6.03
SAFE_FUNDED,2020,2020-08,canonical,22.5,6.03
SAFE_FUNDED,2020,2020-09,canonical,3.61,6.03
SAFE_FUNDED,2020,2020-10,canonical,3.96,6.03
SAFE_FUNDED,2020,2020-11,canonical,17.43,6.03
SAFE_FUNDED,2020,2020-12,canonical,14.58,6.03
SAFE_FUNDED,2021,2021-01,canonical,6.67,5.72
SAFE_FUNDED,2021,2021-02,canonical,14.93,5.72
SAFE_FUNDED,2021,2021-03,canonical,3.75,5.72
SAFE_FUNDED,2021,2021-04,canonical,8.06,5.72
SAFE_FUNDED,2021,2021-05,canonical,6.32,5.72
SAFE_FUNDED,2021,2021-06,canonical,4.93,5.72
SAFE_FUNDED,2021,2021-07,canonical,8.47,5.72
SAFE_FUNDED,2021,2021-08,canonical,13.82,5.72
SAFE_FUNDED,2021,2021-09,canonical,2.01,5.72
SAFE_FUNDED,2021,2021-10,canonical,1.25,5.72
SAFE_FUNDED,2021,2021-11,canonical,12.5,5.72
SAFE_FUNDED,2021,2021-12,canonical,3.33,5.72
SAFE_FUNDED,2022,2022-01,canonical,10.83,4.13
SAFE_FUNDED,2022,2022-02,canonical,7.22,4.13
SAFE_FUNDED,2022,2022-03,canonical,12.92,4.13
SAFE_FUNDED,2022,2022-04,canonical,6.25,4.13
SAFE_FUNDED,2022,2022-05,canonical,7.43,4.13
SAFE_FUNDED,2022,2022-06,canonical,3.61,4.13
SAFE_FUNDED,2022,2022-07,canonical,11.32,4.13
SAFE_FUNDED,2022,2022-08,canonical,6.04,4.13
SAFE_FUNDED,2022,2022-09,canonical,12.36,4.13
SAFE_FUNDED,2022,2022-10,canonical,10.35,4.13
SAFE_FUNDED,2022,2022-11,canonical,5.83,4.13
SAFE_FUNDED,2022,2022-12,canonical,0.0,4.13
SAFE_FUNDED,2023,2023-01,canonical,0.28,6.67
SAFE_FUNDED,2023,2023-02,canonical,6.11,6.67
SAFE_FUNDED,2023,2023-03,canonical,6.46,6.67
SAFE_FUNDED,2023,2023-04,canonical,1.6,6.67
SAFE_FUNDED,2023,2023-05,canonical,5.69,6.67
SAFE_FUNDED,2023,2023-06,canonical,0.21,6.67
SAFE_FUNDED,2023,2023-07,canonical,0.56,6.67
SAFE_FUNDED,2023,2023-08,canonical,3.68,6.67
SAFE_FUNDED,2023,2023-09,canonical,7.15,6.67
SAFE_FUNDED,2023,2023-10,canonical,11.53,6.67
SAFE_FUNDED,2023,2023-11,canonical,0.07,6.67
SAFE_FUNDED,2023,2023-12,canonical,9.31,6.67
SAFE_FUNDED,2024,2024-01,canonical,2.15,14.93
SAFE_FUNDED,2024,2024-02,canonical,2.01,14.93
SAFE_FUNDED,2024,2024-03,canonical,13.06,14.93
SAFE_FUNDED,2024,2024-04,canonical,13.89,14.93
SAFE_FUNDED,2024,2024-05,canonical,14.72,14.93
SAFE_FUNDED,2024,2024-06,canonical,-6.18,14.93
SAFE_FUNDED,2024,2024-07,canonical,20.56,14.93
SAFE_FUNDED,2024,2024-08,canonical,1.74,14.93
SAFE_FUNDED,2024,2024-09,canonical,9.1,14.93
SAFE_FUNDED,2024,2024-10,canonical,4.24,14.93
SAFE_FUNDED,2024,2024-11,canonical,16.11,14.93
SAFE_FUNDED,2024,2024-12,canonical,2.92,14.93
SAFE_FUNDED,2025,2025-01,canonical,10.56,20.96
SAFE_FUNDED,2025,2025-02,canonical,4.17,20.96
SAFE_FUNDED,2025,2025-03,canonical,12.15,20.96
SAFE_FUNDED,2025,2025-04,canonical,55.91,20.96
SAFE_FUNDED,2025,2025-05,canonical,45.77,20.96
SAFE_FUNDED,2025,2025-06,canonical,14.17,20.96
SAFE_FUNDED,2025,2025-07,canonical,13.06,20.96
SAFE_FUNDED,2025,2025-08,canonical,4.38,20.96
SAFE_FUNDED,2025,2025-09,canonical,33.13,20.96
SAFE_FUNDED,2025,2025-10,canonical,45.28,20.96
SAFE_FUNDED,2025,2025-11,canonical,19.1,20.96
SAFE_FUNDED,2025,2025-12,canonical,16.04,20.96
SAFE_FUNDED,2020,2020-01,canonical,10.7,9.08
SAFE_FUNDED,2020,2020-02,canonical,16.25,9.08
SAFE_FUNDED,2020,2020-03,canonical,47.85,9.08
SAFE_FUNDED,2020,2020-04,canonical,18.54,9.08
SAFE_FUNDED,2020,2020-05,canonical,13.89,9.08
SAFE_FUNDED,2020,2020-06,canonical,7.99,9.08
SAFE_FUNDED,2020,2020-07,canonical,36.25,9.08
SAFE_FUNDED,2020,2020-08,canonical,31.53,9.08
SAFE_FUNDED,2020,2020-09,canonical,5.0,9.08
SAFE_FUNDED,2020,2020-10,canonical,5.56,9.08
SAFE_FUNDED,2020,2020-11,canonical,24.03,9.08
SAFE_FUNDED,2020,2020-12,canonical,20.0,9.08
SAFE_FUNDED,2021,2021-01,canonical,9.1,8.57
SAFE_FUNDED,2021,2021-02,canonical,20.21,8.57
SAFE_FUNDED,2021,2021-03,canonical,5.0,8.57
SAFE_FUNDED,2021,2021-04,canonical,10.83,8.57
SAFE_FUNDED,2021,2021-05,canonical,8.4,8.57
SAFE_FUNDED,2021,2021-06,canonical,6.6,8.57
SAFE_FUNDED,2021,2021-07,canonical,11.25,8.57
SAFE_FUNDED,2021,2021-08,canonical,18.27,8.57
SAFE_FUNDED,2021,2021-09,canonical,2.71,8.57
SAFE_FUNDED,2021,2021-10,canonical,1.67,8.57
SAFE_FUNDED,2021,2021-11,canonical,16.39,8.57
SAFE_FUNDED,2021,2021-12,canonical,4.38,8.57
SAFE_FUNDED,2022,2022-01,canonical,14.17,6.22
SAFE_FUNDED,2022,2022-02,canonical,9.38,6.22
SAFE_FUNDED,2022,2022-03,canonical,16.67,6.22
SAFE_FUNDED,2022,2022-04,canonical,7.99,6.22
SAFE_FUNDED,2022,2022-05,canonical,9.51,6.22
SAFE_FUNDED,2022,2022-06,canonical,4.58,6.22
SAFE_FUNDED,2022,2022-07,canonical,14.52,6.22
SAFE_FUNDED,2022,2022-08,canonical,7.71,6.22
SAFE_FUNDED,2022,2022-09,canonical,15.7,6.22
SAFE_FUNDED,2022,2022-10,canonical,13.13,6.22
SAFE_FUNDED,2022,2022-11,canonical,7.29,6.22
SAFE_FUNDED,2022,2022-12,canonical,0.0,6.22
SAFE_FUNDED,2023,2023-01,canonical,0.35,9.97
SAFE_FUNDED,2023,2023-02,canonical,7.71,9.97
SAFE_FUNDED,2023,2023-03,canonical,8.13,9.97
SAFE_FUNDED,2023,2023-04,canonical,2.01,9.97
SAFE_FUNDED,2023,2023-05,canonical,7.15,9.97
SAFE_FUNDED,2023,2023-06,canonical,0.28,9.97
SAFE_FUNDED,2023,2023-07,canonical,0.69,9.97
SAFE_FUNDED,2023,2023-08,canonical,4.51,9.97
SAFE_FUNDED,2023,2023-09,canonical,8.89,9.97
SAFE_FUNDED,2023,2023-10,canonical,14.31,9.97
SAFE_FUNDED,2023,2023-11,canonical,0.14,9.97
SAFE_FUNDED,2023,2023-12,canonical,11.53,9.97
SAFE_FUNDED,2024,2024-01,canonical,2.71,22.36
SAFE_FUNDED,2024,2024-02,canonical,2.5,22.36
SAFE_FUNDED,2024,2024-03,canonical,16.04,22.36
SAFE_FUNDED,2024,2024-04,canonical,17.02,22.36
SAFE_FUNDED,2024,2024-05,canonical,17.92,22.36
SAFE_FUNDED,2024,2024-06,canonical,-7.5,22.36
SAFE_FUNDED,2024,2024-07,canonical,25.0,22.36
SAFE_FUNDED,2024,2024-08,canonical,2.08,22.36
SAFE_FUNDED,2024,2024-09,canonical,10.97,22.36
SAFE_FUNDED,2024,2024-10,canonical,5.14,22.36
SAFE_FUNDED,2024,2024-11,canonical,19.38,22.36
SAFE_FUNDED,2024,2024-12,canonical,3.47,22.36
SAFE_FUNDED,2025,2025-01,canonical,12.64,31.44
SAFE_FUNDED,2025,2025-02,canonical,4.93,31.44
SAFE_FUNDED,2025,2025-03,canonical,14.45,31.44
SAFE_FUNDED,2025,2025-04,canonical,66.46,31.44
SAFE_FUNDED,2025,2025-05,canonical,53.68,31.44
SAFE_FUNDED,2025,2025-06,canonical,16.46,31.44
SAFE_FUNDED,2025,2025-07,canonical,15.14,31.44
SAFE_FUNDED,2025,2025-08,canonical,5.07,31.44
SAFE_FUNDED,2025,2025-09,canonical,38.2,31.44
SAFE_FUNDED,2025,2025-10,canonical,51.81,31.44
SAFE_FUNDED,2025,2025-11,canonical,21.67,31.44
SAFE_FUNDED,2025,2025-12,canonical,18.13,31.44
SAFE_FUNDED,2020,2020-01,canonical,14.24,12.07
SAFE_FUNDED,2020,2020-02,canonical,21.53,12.07
SAFE_FUNDED,2020,2020-03,canonical,62.99,12.07
SAFE_FUNDED,2020,2020-04,canonical,23.89,12.07
SAFE_FUNDED,2020,2020-05,canonical,17.78,12.07
SAFE_FUNDED,2020,2020-06,canonical,10.21,12.07
SAFE_FUNDED,2020,2020-07,canonical,45.98,12.07
SAFE_FUNDED,2020,2020-08,canonical,39.52,12.07
SAFE_FUNDED,2020,2020-09,canonical,6.18,12.07
SAFE_FUNDED,2020,2020-10,canonical,6.81,12.07
SAFE_FUNDED,2020,2020-11,canonical,29.66,12.07
SAFE_FUNDED,2020,2020-12,canonical,24.52,12.07
SAFE_FUNDED,2021,2021-01,canonical,11.04,11.43
SAFE_FUNDED,2021,2021-02,canonical,24.52,11.43
SAFE_FUNDED,2021,2021-03,canonical,6.04,11.43
SAFE_FUNDED,2021,2021-04,canonical,13.06,11.43
SAFE_FUNDED,2021,2021-05,canonical,10.07,11.43
SAFE_FUNDED,2021,2021-06,canonical,7.92,11.43
SAFE_FUNDED,2021,2021-07,canonical,13.47,11.43
SAFE_FUNDED,2021,2021-08,canonical,21.81,11.43
SAFE_FUNDED,2021,2021-09,canonical,3.19,11.43
SAFE_FUNDED,2021,2021-10,canonical,1.94,11.43
SAFE_FUNDED,2021,2021-11,canonical,19.38,11.43
SAFE_FUNDED,2021,2021-12,canonical,5.14,11.43
SAFE_FUNDED,2022,2022-01,canonical,16.67,8.26
SAFE_FUNDED,2022,2022-02,canonical,11.04,8.26
SAFE_FUNDED,2022,2022-03,canonical,19.58,8.26
SAFE_FUNDED,2022,2022-04,canonical,9.38,8.26
SAFE_FUNDED,2022,2022-05,canonical,11.11,8.26
SAFE_FUNDED,2022,2022-06,canonical,5.35,8.26
SAFE_FUNDED,2022,2022-07,canonical,16.81,8.26
SAFE_FUNDED,2022,2022-08,canonical,8.89,8.26
SAFE_FUNDED,2022,2022-09,canonical,18.13,8.26
SAFE_FUNDED,2022,2022-10,canonical,15.07,8.26
SAFE_FUNDED,2022,2022-11,canonical,8.4,8.26
SAFE_FUNDED,2022,2022-12,canonical,0.07,8.26
SAFE_FUNDED,2023,2023-01,canonical,0.35,13.34
SAFE_FUNDED,2023,2023-02,canonical,8.82,13.34
SAFE_FUNDED,2023,2023-03,canonical,9.24,13.34
SAFE_FUNDED,2023,2023-04,canonical,2.29,13.34
SAFE_FUNDED,2023,2023-05,canonical,8.2,13.34
SAFE_FUNDED,2023,2023-06,canonical,0.35,13.34
SAFE_FUNDED,2023,2023-07,canonical,0.83,13.34
SAFE_FUNDED,2023,2023-08,canonical,5.21,13.34
SAFE_FUNDED,2023,2023-09,canonical,10.14,13.34
SAFE_FUNDED,2023,2023-10,canonical,16.25,13.34
SAFE_FUNDED,2023,2023-11,canonical,0.14,13.34
SAFE_FUNDED,2023,2023-12,canonical,13.06,13.34
SAFE_FUNDED,2024,2024-01,canonical,3.06,29.85
SAFE_FUNDED,2024,2024-02,canonical,2.85,29.85
SAFE_FUNDED,2024,2024-03,canonical,18.13,29.85
SAFE_FUNDED,2024,2024-04,canonical,19.17,29.85
SAFE_FUNDED,2024,2024-05,canonical,20.14,29.85
SAFE_FUNDED,2024,2024-06,canonical,-8.4,29.85
SAFE_FUNDED,2024,2024-07,canonical,28.06,29.85
SAFE_FUNDED,2024,2024-08,canonical,2.36,29.85
SAFE_FUNDED,2024,2024-09,canonical,12.22,29.85
SAFE_FUNDED,2024,2024-10,canonical,5.69,29.85
SAFE_FUNDED,2024,2024-11,canonical,21.6,29.85
SAFE_FUNDED,2024,2024-12,canonical,3.89,29.85
SAFE_FUNDED,2025,2025-01,canonical,14.03,41.92
SAFE_FUNDED,2025,2025-02,canonical,5.49,41.92
SAFE_FUNDED,2025,2025-03,canonical,16.04,41.92
SAFE_FUNDED,2025,2025-04,canonical,73.41,41.92
SAFE_FUNDED,2025,2025-05,canonical,58.75,41.92
SAFE_FUNDED,2025,2025-06,canonical,17.92,41.92
SAFE_FUNDED,2025,2025-07,canonical,16.39,41.92
SAFE_FUNDED,2025,2025-08,canonical,5.49,41.92
SAFE_FUNDED,2025,2025-09,canonical,41.32,41.92
SAFE_FUNDED,2025,2025-10,canonical,55.84,41.92
SAFE_FUNDED,2025,2025-11,canonical,23.2,41.92
SAFE_FUNDED,2025,2025-12,canonical,19.45,41.92
SAFE_FUNDED,2020,2020-01,canonical,17.78,15.12
SAFE_FUNDED,2020,2020-02,canonical,26.81,15.12
SAFE_FUNDED,2020,2020-03,canonical,77.78,15.12
SAFE_FUNDED,2020,2020-04,canonical,28.96,15.12
SAFE_FUNDED,2020,2020-05,canonical,21.39,15.12
SAFE_FUNDED,2020,2020-06,canonical,12.22,15.12
SAFE_FUNDED,2020,2020-07,canonical,54.87,15.12
SAFE_FUNDED,2020,2020-08,canonical,46.6,15.12
SAFE_FUNDED,2020,2020-09,canonical,7.22,15.12
SAFE_FUNDED,2020,2020-10,canonical,7.99,15.12
SAFE_FUNDED,2020,2020-11,canonical,34.59,15.12
SAFE_FUNDED,2020,2020-12,canonical,28.34,15.12
SAFE_FUNDED,2021,2021-01,canonical,12.71,14.29
SAFE_FUNDED,2021,2021-02,canonical,28.13,14.29
SAFE_FUNDED,2021,2021-03,canonical,6.88,14.29
SAFE_FUNDED,2021,2021-04,canonical,14.86,14.29
SAFE_FUNDED,2021,2021-05,canonical,11.46,14.29
SAFE_FUNDED,2021,2021-06,canonical,8.96,14.29
SAFE_FUNDED,2021,2021-07,canonical,15.28,14.29
SAFE_FUNDED,2021,2021-08,canonical,24.65,14.29
SAFE_FUNDED,2021,2021-09,canonical,3.61,14.29
SAFE_FUNDED,2021,2021-10,canonical,2.22,14.29
SAFE_FUNDED,2021,2021-11,canonical,21.81,14.29
SAFE_FUNDED,2021,2021-12,canonical,5.76,14.29
SAFE_FUNDED,2022,2022-01,canonical,18.68,10.29
SAFE_FUNDED,2022,2022-02,canonical,12.36,10.29
SAFE_FUNDED,2022,2022-03,canonical,21.81,10.29
SAFE_FUNDED,2022,2022-04,canonical,10.42,10.29
SAFE_FUNDED,2022,2022-05,canonical,12.29,10.29
SAFE_FUNDED,2022,2022-06,canonical,5.9,10.29
SAFE_FUNDED,2022,2022-07,canonical,18.61,10.29
SAFE_FUNDED,2022,2022-08,canonical,9.86,10.29
SAFE_FUNDED,2022,2022-09,canonical,20.0,10.29
SAFE_FUNDED,2022,2022-10,canonical,16.6,10.29
SAFE_FUNDED,2022,2022-11,canonical,9.24,10.29
SAFE_FUNDED,2022,2022-12,canonical,0.07,10.29
SAFE_FUNDED,2023,2023-01,canonical,0.42,16.64
SAFE_FUNDED,2023,2023-02,canonical,9.65,16.64
SAFE_FUNDED,2023,2023-03,canonical,10.14,16.64
SAFE_FUNDED,2023,2023-04,canonical,2.5,16.64
SAFE_FUNDED,2023,2023-05,canonical,8.96,16.64
SAFE_FUNDED,2023,2023-06,canonical,0.35,16.64
SAFE_FUNDED,2023,2023-07,canonical,0.9,16.64
SAFE_FUNDED,2023,2023-08,canonical,5.69,16.64
SAFE_FUNDED,2023,2023-09,canonical,11.04,16.64
SAFE_FUNDED,2023,2023-10,canonical,17.71,16.64
SAFE_FUNDED,2023,2023-11,canonical,0.14,16.64
SAFE_FUNDED,2023,2023-12,canonical,14.24,16.64
SAFE_FUNDED,2024,2024-01,canonical,3.26,37.35
SAFE_FUNDED,2024,2024-02,canonical,3.06,37.35
SAFE_FUNDED,2024,2024-03,canonical,19.65,37.35
SAFE_FUNDED,2024,2024-04,canonical,20.77,37.35
SAFE_FUNDED,2024,2024-05,canonical,21.81,37.35
SAFE_FUNDED,2024,2024-06,canonical,-9.03,37.35
SAFE_FUNDED,2024,2024-07,canonical,30.28,37.35
SAFE_FUNDED,2024,2024-08,canonical,2.5,37.35
SAFE_FUNDED,2024,2024-09,canonical,13.13,37.35
SAFE_FUNDED,2024,2024-10,canonical,6.11,37.35
SAFE_FUNDED,2024,2024-11,canonical,23.2,37.35
SAFE_FUNDED,2024,2024-12,canonical,4.17,37.35
SAFE_FUNDED,2025,2025-01,canonical,15.0,52.4
SAFE_FUNDED,2025,2025-02,canonical,5.9,52.4
SAFE_FUNDED,2025,2025-03,canonical,17.08,52.4
SAFE_FUNDED,2025,2025-04,canonical,78.27,52.4
SAFE_FUNDED,2025,2025-05,canonical,62.23,52.4
SAFE_FUNDED,2025,2025-06,canonical,18.89,52.4
SAFE_FUNDED,2025,2025-07,canonical,17.29,52.4
SAFE_FUNDED,2025,2025-08,canonical,5.76,52.4
SAFE_FUNDED,2025,2025-09,canonical,43.48,52.4
SAFE_FUNDED,2025,2025-10,canonical,58.55,52.4
SAFE_FUNDED,2025,2025-11,canonical,24.24,52.4
SAFE_FUNDED,2025,2025-12,canonical,20.28,52.4
SAFE_FUNDED,2020,2020-01,canonical,21.32,18.1
SAFE_FUNDED,2020,2020-02,canonical,32.02,18.1
SAFE_FUNDED,2020,2020-03,canonical,92.23,18.1
SAFE_FUNDED,2020,2020-04,canonical,33.68,18.1
SAFE_FUNDED,2020,2020-05,canonical,24.72,18.1
SAFE_FUNDED,2020,2020-06,canonical,14.03,18.1
SAFE_FUNDED,2020,2020-07,canonical,62.99,18.1
SAFE_FUNDED,2020,2020-08,canonical,52.92,18.1
SAFE_FUNDED,2020,2020-09,canonical,8.13,18.1
SAFE_FUNDED,2020,2020-10,canonical,8.96,18.1
SAFE_FUNDED,2020,2020-11,canonical,38.82,18.1
SAFE_FUNDED,2020,2020-12,canonical,31.6,18.1
SAFE_FUNDED,2021,2021-01,canonical,14.17,17.15
SAFE_FUNDED,2021,2021-02,canonical,31.18,17.15
SAFE_FUNDED,2021,2021-03,canonical,7.64,17.15
SAFE_FUNDED,2021,2021-04,canonical,16.39,17.15
SAFE_FUNDED,2021,2021-05,canonical,12.64,17.15
